regime,start,end,bars,hours,days
IMBALANCE__NORMAL_VOL,2023-06-16 12:00:00+00:00,2023-06-16 20:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-06-16 20:00:00+00:00,2023-06-17 00:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-06-17 00:00:00+00:00,2023-06-17 12:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2023-06-17 12:00:00+00:00,2023-06-17 16:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-06-17 16:00:00+00:00,2023-06-17 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-06-17 20:00:00+00:00,2023-06-27 20:00:00+00:00,60,240.0,10.0
BALANCE__LOW_VOL,2023-06-27 20:00:00+00:00,2023-06-28 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-06-28 00:00:00+00:00,2023-07-07 20:00:00+00:00,59,236.0,9.833333333333334
BALANCE__LOW_VOL,2023-07-07 20:00:00+00:00,2023-07-08 12:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__NORMAL_VOL,2023-07-08 12:00:00+00:00,2023-07-09 00:00:00+00:00,3,12.0,0.5
BALANCE__LOW_VOL,2023-07-09 00:00:00+00:00,2023-07-09 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-07-09 04:00:00+00:00,2023-07-09 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2023-07-09 08:00:00+00:00,2023-07-09 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-07-09 12:00:00+00:00,2023-07-10 12:00:00+00:00,6,24.0,1.0
BALANCE__LOW_VOL,2023-07-10 12:00:00+00:00,2023-07-10 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-07-10 16:00:00+00:00,2023-07-13 12:00:00+00:00,17,68.0,2.8333333333333335
BALANCE__HIGH_VOL,2023-07-13 12:00:00+00:00,2023-07-13 20:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2023-07-13 20:00:00+00:00,2023-07-14 00:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__HIGH_VOL,2023-07-14 00:00:00+00:00,2023-07-14 04:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-07-14 04:00:00+00:00,2023-07-14 16:00:00+00:00,3,12.0,0.5
IMBALANCE__HIGH_VOL,2023-07-14 16:00:00+00:00,2023-07-14 20:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-07-14 20:00:00+00:00,2023-07-16 16:00:00+00:00,11,44.0,1.8333333333333333
IMBALANCE__HIGH_VOL,2023-07-16 16:00:00+00:00,2023-07-16 20:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-07-16 20:00:00+00:00,2023-07-17 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-07-17 00:00:00+00:00,2023-07-18 20:00:00+00:00,11,44.0,1.8333333333333333
IMBALANCE__NORMAL_VOL,2023-07-18 20:00:00+00:00,2023-07-19 00:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__HIGH_VOL,2023-07-19 00:00:00+00:00,2023-07-19 04:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-07-19 04:00:00+00:00,2023-07-19 16:00:00+00:00,3,12.0,0.5
IMBALANCE__HIGH_VOL,2023-07-19 16:00:00+00:00,2023-07-19 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-07-19 20:00:00+00:00,2023-07-20 00:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-07-20 00:00:00+00:00,2023-07-20 08:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-07-20 08:00:00+00:00,2023-07-20 16:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2023-07-20 16:00:00+00:00,2023-07-21 04:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2023-07-21 04:00:00+00:00,2023-07-22 16:00:00+00:00,9,36.0,1.5
BALANCE__HIGH_VOL,2023-07-22 16:00:00+00:00,2023-07-22 20:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__HIGH_VOL,2023-07-22 20:00:00+00:00,2023-07-23 00:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-07-23 00:00:00+00:00,2023-07-23 16:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__NORMAL_VOL,2023-07-23 16:00:00+00:00,2023-07-24 08:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__HIGH_VOL,2023-07-24 08:00:00+00:00,2023-07-24 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-07-24 12:00:00+00:00,2023-07-29 20:00:00+00:00,32,128.0,5.333333333333333
BALANCE__LOW_VOL,2023-07-29 20:00:00+00:00,2023-07-30 08:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2023-07-30 08:00:00+00:00,2023-08-04 00:00:00+00:00,28,112.0,4.666666666666667
IMBALANCE__NORMAL_VOL,2023-08-04 00:00:00+00:00,2023-08-08 04:00:00+00:00,25,100.0,4.166666666666667
BALANCE__NORMAL_VOL,2023-08-08 04:00:00+00:00,2023-08-09 16:00:00+00:00,9,36.0,1.5
IMBALANCE__NORMAL_VOL,2023-08-09 16:00:00+00:00,2023-08-09 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-08-09 20:00:00+00:00,2023-08-11 16:00:00+00:00,11,44.0,1.8333333333333333
BALANCE__LOW_VOL,2023-08-11 16:00:00+00:00,2023-08-12 00:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-08-12 00:00:00+00:00,2023-08-12 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2023-08-12 04:00:00+00:00,2023-08-12 16:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2023-08-12 16:00:00+00:00,2023-08-12 20:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__LOW_VOL,2023-08-12 20:00:00+00:00,2023-08-13 08:00:00+00:00,3,12.0,0.5
BALANCE__LOW_VOL,2023-08-13 08:00:00+00:00,2023-08-13 16:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-08-13 16:00:00+00:00,2023-08-15 08:00:00+00:00,10,40.0,1.6666666666666667
BALANCE__LOW_VOL,2023-08-15 08:00:00+00:00,2023-08-15 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-08-15 12:00:00+00:00,2023-08-16 00:00:00+00:00,3,12.0,0.5
BALANCE__LOW_VOL,2023-08-16 00:00:00+00:00,2023-08-16 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-08-16 04:00:00+00:00,2023-08-16 08:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-08-16 08:00:00+00:00,2023-08-17 20:00:00+00:00,9,36.0,1.5
IMBALANCE__HIGH_VOL,2023-08-17 20:00:00+00:00,2023-08-18 00:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-08-18 00:00:00+00:00,2023-08-20 08:00:00+00:00,14,56.0,2.3333333333333335
BALANCE__NORMAL_VOL,2023-08-20 08:00:00+00:00,2023-08-20 12:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-08-20 12:00:00+00:00,2023-08-20 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-08-20 16:00:00+00:00,2023-08-21 08:00:00+00:00,4,16.0,0.6666666666666666
IMBALANCE__NORMAL_VOL,2023-08-21 08:00:00+00:00,2023-08-21 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__HIGH_VOL,2023-08-21 12:00:00+00:00,2023-08-21 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-08-21 16:00:00+00:00,2023-08-27 00:00:00+00:00,32,128.0,5.333333333333333
BALANCE__LOW_VOL,2023-08-27 00:00:00+00:00,2023-08-27 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-08-27 04:00:00+00:00,2023-08-30 20:00:00+00:00,22,88.0,3.6666666666666665
BALANCE__LOW_VOL,2023-08-30 20:00:00+00:00,2023-08-31 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-08-31 00:00:00+00:00,2023-09-02 00:00:00+00:00,12,48.0,2.0
IMBALANCE__NORMAL_VOL,2023-09-02 00:00:00+00:00,2023-09-02 08:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__LOW_VOL,2023-09-02 08:00:00+00:00,2023-09-02 12:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-09-02 12:00:00+00:00,2023-09-03 08:00:00+00:00,5,20.0,0.8333333333333334
IMBALANCE__LOW_VOL,2023-09-03 08:00:00+00:00,2023-09-03 12:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-09-03 12:00:00+00:00,2023-09-03 20:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-09-03 20:00:00+00:00,2023-09-06 00:00:00+00:00,13,52.0,2.1666666666666665
BALANCE__LOW_VOL,2023-09-06 00:00:00+00:00,2023-09-06 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-09-06 04:00:00+00:00,2023-09-06 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2023-09-06 08:00:00+00:00,2023-09-06 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-09-06 12:00:00+00:00,2023-09-06 20:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__LOW_VOL,2023-09-06 20:00:00+00:00,2023-09-07 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-09-07 00:00:00+00:00,2023-09-07 12:00:00+00:00,3,12.0,0.5
BALANCE__LOW_VOL,2023-09-07 12:00:00+00:00,2023-09-07 20:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-09-07 20:00:00+00:00,2023-09-09 08:00:00+00:00,9,36.0,1.5
BALANCE__LOW_VOL,2023-09-09 08:00:00+00:00,2023-09-09 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-09-09 12:00:00+00:00,2023-09-09 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2023-09-09 16:00:00+00:00,2023-09-10 00:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-09-10 00:00:00+00:00,2023-09-11 16:00:00+00:00,10,40.0,1.6666666666666667
IMBALANCE__NORMAL_VOL,2023-09-11 16:00:00+00:00,2023-09-13 08:00:00+00:00,10,40.0,1.6666666666666667
BALANCE__NORMAL_VOL,2023-09-13 08:00:00+00:00,2023-09-14 08:00:00+00:00,6,24.0,1.0
BALANCE__LOW_VOL,2023-09-14 08:00:00+00:00,2023-09-14 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-09-14 12:00:00+00:00,2023-09-16 04:00:00+00:00,10,40.0,1.6666666666666667
BALANCE__LOW_VOL,2023-09-16 04:00:00+00:00,2023-09-16 12:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-09-16 12:00:00+00:00,2023-09-16 20:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__LOW_VOL,2023-09-16 20:00:00+00:00,2023-09-17 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-09-17 00:00:00+00:00,2023-09-22 12:00:00+00:00,33,132.0,5.5
BALANCE__LOW_VOL,2023-09-22 12:00:00+00:00,2023-09-22 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-09-22 16:00:00+00:00,2023-09-23 00:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__LOW_VOL,2023-09-23 00:00:00+00:00,2023-09-23 12:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2023-09-23 12:00:00+00:00,2023-09-23 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2023-09-23 16:00:00+00:00,2023-09-23 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-09-23 20:00:00+00:00,2023-09-24 04:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__LOW_VOL,2023-09-24 04:00:00+00:00,2023-09-24 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-09-24 08:00:00+00:00,2023-09-30 12:00:00+00:00,37,148.0,6.166666666666667
BALANCE__LOW_VOL,2023-09-30 12:00:00+00:00,2023-09-30 20:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-09-30 20:00:00+00:00,2023-10-01 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2023-10-01 00:00:00+00:00,2023-10-01 08:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-10-01 08:00:00+00:00,2023-10-06 08:00:00+00:00,30,120.0,5.0
BALANCE__LOW_VOL,2023-10-06 08:00:00+00:00,2023-10-06 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-10-06 12:00:00+00:00,2023-10-06 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2023-10-06 16:00:00+00:00,2023-10-06 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-10-06 20:00:00+00:00,2023-10-07 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2023-10-07 00:00:00+00:00,2023-10-07 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-10-07 04:00:00+00:00,2023-10-07 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2023-10-07 08:00:00+00:00,2023-10-07 16:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-10-07 16:00:00+00:00,2023-10-07 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2023-10-07 20:00:00+00:00,2023-10-08 04:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-10-08 04:00:00+00:00,2023-10-08 16:00:00+00:00,3,12.0,0.5
BALANCE__LOW_VOL,2023-10-08 16:00:00+00:00,2023-10-08 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-10-08 20:00:00+00:00,2023-10-10 20:00:00+00:00,12,48.0,2.0
IMBALANCE__NORMAL_VOL,2023-10-10 20:00:00+00:00,2023-10-11 20:00:00+00:00,6,24.0,1.0
IMBALANCE__LOW_VOL,2023-10-11 20:00:00+00:00,2023-10-12 00:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-10-12 00:00:00+00:00,2023-10-12 16:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__NORMAL_VOL,2023-10-12 16:00:00+00:00,2023-10-13 00:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__LOW_VOL,2023-10-13 00:00:00+00:00,2023-10-13 04:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-10-13 04:00:00+00:00,2023-10-13 16:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2023-10-13 16:00:00+00:00,2023-10-14 00:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__LOW_VOL,2023-10-14 00:00:00+00:00,2023-10-14 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-10-14 04:00:00+00:00,2023-10-14 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2023-10-14 08:00:00+00:00,2023-10-14 16:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-10-14 16:00:00+00:00,2023-10-14 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2023-10-14 20:00:00+00:00,2023-10-15 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-10-15 00:00:00+00:00,2023-10-15 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2023-10-15 04:00:00+00:00,2023-10-15 12:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-10-15 12:00:00+00:00,2023-10-15 16:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-10-15 16:00:00+00:00,2023-10-16 12:00:00+00:00,5,20.0,0.8333333333333334
BALANCE__NORMAL_VOL,2023-10-16 12:00:00+00:00,2023-10-18 00:00:00+00:00,9,36.0,1.5
BALANCE__LOW_VOL,2023-10-18 00:00:00+00:00,2023-10-18 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-10-18 04:00:00+00:00,2023-10-21 08:00:00+00:00,19,76.0,3.1666666666666665
BALANCE__LOW_VOL,2023-10-21 08:00:00+00:00,2023-10-21 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-10-21 12:00:00+00:00,2023-10-21 20:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2023-10-21 20:00:00+00:00,2023-10-22 12:00:00+00:00,4,16.0,0.6666666666666666
IMBALANCE__LOW_VOL,2023-10-22 12:00:00+00:00,2023-10-22 16:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-10-22 16:00:00+00:00,2023-10-23 04:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2023-10-23 04:00:00+00:00,2023-10-23 12:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2023-10-23 12:00:00+00:00,2023-10-26 12:00:00+00:00,18,72.0,3.0
BALANCE__NORMAL_VOL,2023-10-26 12:00:00+00:00,2023-10-30 12:00:00+00:00,24,96.0,4.0
IMBALANCE__NORMAL_VOL,2023-10-30 12:00:00+00:00,2023-11-02 20:00:00+00:00,20,80.0,3.3333333333333335
BALANCE__NORMAL_VOL,2023-11-02 20:00:00+00:00,2023-11-03 12:00:00+00:00,4,16.0,0.6666666666666666
IMBALANCE__NORMAL_VOL,2023-11-03 12:00:00+00:00,2023-11-03 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-11-03 16:00:00+00:00,2023-11-05 08:00:00+00:00,10,40.0,1.6666666666666667
IMBALANCE__NORMAL_VOL,2023-11-05 08:00:00+00:00,2023-11-07 00:00:00+00:00,10,40.0,1.6666666666666667
IMBALANCE__HIGH_VOL,2023-11-07 00:00:00+00:00,2023-11-07 04:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-11-07 04:00:00+00:00,2023-11-07 08:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__HIGH_VOL,2023-11-07 08:00:00+00:00,2023-11-07 12:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2023-11-07 12:00:00+00:00,2023-11-08 16:00:00+00:00,7,28.0,1.1666666666666667
BALANCE__NORMAL_VOL,2023-11-08 16:00:00+00:00,2023-11-09 12:00:00+00:00,5,20.0,0.8333333333333334
BALANCE__HIGH_VOL,2023-11-09 12:00:00+00:00,2023-11-09 20:00:00+00:00,2,8.0,0.3333333333333333
IMBALANCE__NORMAL_VOL,2023-11-09 20:00:00+00:00,2023-11-10 04:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-11-10 04:00:00+00:00,2023-11-13 20:00:00+00:00,22,88.0,3.6666666666666665
BALANCE__HIGH_VOL,2023-11-13 20:00:00+00:00,2023-11-14 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-11-14 00:00:00+00:00,2023-11-14 16:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__HIGH_VOL,2023-11-14 16:00:00+00:00,2023-11-14 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-11-14 20:00:00+00:00,2023-11-16 12:00:00+00:00,10,40.0,1.6666666666666667
BALANCE__HIGH_VOL,2023-11-16 12:00:00+00:00,2023-11-16 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-11-16 16:00:00+00:00,2023-11-17 12:00:00+00:00,5,20.0,0.8333333333333334
BALANCE__HIGH_VOL,2023-11-17 12:00:00+00:00,2023-11-17 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-11-17 16:00:00+00:00,2023-11-19 00:00:00+00:00,8,32.0,1.3333333333333333
IMBALANCE__NORMAL_VOL,2023-11-19 00:00:00+00:00,2023-11-19 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-11-19 04:00:00+00:00,2023-11-25 00:00:00+00:00,35,140.0,5.833333333333333
BALANCE__LOW_VOL,2023-11-25 00:00:00+00:00,2023-11-25 08:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-11-25 08:00:00+00:00,2023-11-25 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2023-11-25 12:00:00+00:00,2023-11-25 20:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-11-25 20:00:00+00:00,2023-11-26 04:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__LOW_VOL,2023-11-26 04:00:00+00:00,2023-11-26 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-11-26 08:00:00+00:00,2023-11-28 00:00:00+00:00,10,40.0,1.6666666666666667
BALANCE__LOW_VOL,2023-11-28 00:00:00+00:00,2023-11-28 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-11-28 04:00:00+00:00,2023-11-28 20:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__LOW_VOL,2023-11-28 20:00:00+00:00,2023-11-29 04:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-11-29 04:00:00+00:00,2023-11-29 20:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__LOW_VOL,2023-11-29 20:00:00+00:00,2023-11-30 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-11-30 00:00:00+00:00,2023-12-01 04:00:00+00:00,7,28.0,1.1666666666666667
BALANCE__LOW_VOL,2023-12-01 04:00:00+00:00,2023-12-01 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-12-01 08:00:00+00:00,2023-12-01 20:00:00+00:00,3,12.0,0.5
BALANCE__LOW_VOL,2023-12-01 20:00:00+00:00,2023-12-02 04:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__NORMAL_VOL,2023-12-02 04:00:00+00:00,2023-12-02 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__LOW_VOL,2023-12-02 08:00:00+00:00,2023-12-02 12:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-12-02 12:00:00+00:00,2023-12-03 04:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__LOW_VOL,2023-12-03 04:00:00+00:00,2023-12-03 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-12-03 08:00:00+00:00,2023-12-08 20:00:00+00:00,33,132.0,5.5
IMBALANCE__NORMAL_VOL,2023-12-08 20:00:00+00:00,2023-12-09 20:00:00+00:00,6,24.0,1.0
BALANCE__NORMAL_VOL,2023-12-09 20:00:00+00:00,2023-12-11 00:00:00+00:00,7,28.0,1.1666666666666667
BALANCE__HIGH_VOL,2023-12-11 00:00:00+00:00,2023-12-11 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-12-11 04:00:00+00:00,2023-12-19 20:00:00+00:00,52,208.0,8.666666666666666
BALANCE__LOW_VOL,2023-12-19 20:00:00+00:00,2023-12-20 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-12-20 00:00:00+00:00,2023-12-23 08:00:00+00:00,20,80.0,3.3333333333333335
BALANCE__LOW_VOL,2023-12-23 08:00:00+00:00,2023-12-24 00:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__NORMAL_VOL,2023-12-24 00:00:00+00:00,2023-12-24 16:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__LOW_VOL,2023-12-24 16:00:00+00:00,2023-12-24 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-12-24 20:00:00+00:00,2023-12-25 04:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__LOW_VOL,2023-12-25 04:00:00+00:00,2023-12-25 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-12-25 08:00:00+00:00,2023-12-31 04:00:00+00:00,35,140.0,5.833333333333333
BALANCE__LOW_VOL,2023-12-31 04:00:00+00:00,2023-12-31 08:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-12-31 08:00:00+00:00,2023-12-31 16:00:00+00:00,2,8.0,0.3333333333333333
BALANCE__LOW_VOL,2023-12-31 16:00:00+00:00,2023-12-31 20:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2023-12-31 20:00:00+00:00,2024-01-01 12:00:00+00:00,4,16.0,0.6666666666666666
BALANCE__LOW_VOL,2024-01-01 12:00:00+00:00,2024-01-01 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-01-01 16:00:00+00:00,2024-01-03 12:00:00+00:00,11,44.0,1.8333333333333333
BALANCE__HIGH_VOL,2024-01-03 12:00:00+00:00,2024-01-03 16:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-01-03 16:00:00+00:00,2024-01-05 00:00:00+00:00,8,32.0,1.3333333333333333
BALANCE__HIGH_VOL,2024-01-05 00:00:00+00:00,2024-01-05 04:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-01-05 04:00:00+00:00,2024-01-05 08:00:00+00:00,1,4.0,0.16666666666666666
IMBALANCE__NORMAL_VOL,2024-01-05 08:00:00+00:00,2024-01-06 20:00:00+00:00,9,36.0,1.5
BALANCE__NORMAL_VOL,2024-01-06 20:00:00+00:00,2024-01-07 20:00:00+00:00,6,24.0,1.0
IMBALANCE__NORMAL_VOL,2024-01-07 20:00:00+00:00,2024-01-08 08:00:00+00:00,3,12.0,0.5
BALANCE__NORMAL_VOL,2024-01-08 08:00:00+00:00,2024-01-10 20:00:00+00:00,15,60.0,2.5
BALANCE__HIGH_VOL,2024-01-10 20:00:00+00:00,2024-01-11 00:00:00+00:00,1,4.0,0.16666666666666666
BALANCE__NORMAL_VOL,2024-01-11 00:00:00+00:00,2024-01-11 12:00:00+00:00,3,12.0,0.5
