ts,event_type,event_side,event_strength_bps,notes,structure_regime,vol_regime,combined_regime,regime_bias,close,atr_pct,hour_utc,weekday
2023-07-03 18:00:00+00:00,ORDER_BLOCK_PROXY,bullish,65.54172075060494,prev bear candle + up displacement close > prev high,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,31201.5,0.5017946412717859,18,Monday
2023-07-03 19:00:00+00:00,FVG,bullish,18.62155685174012,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,31254.1,0.527925459597624,19,Monday
2023-07-03 20:00:00+00:00,ORDER_BLOCK_PROXY,bearish,45.28639062002868,prev bull candle + down displacement close < prev low,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,31113.1,0.5384683079945914,20,Monday
2023-07-04 01:00:00+00:00,ORDER_BLOCK_PROXY,bullish,55.75964523565094,prev bear candle + up displacement close > prev high,IMBALANCE,NORMAL_VOL,IMBALANCE__NORMAL_VOL,bullish,31277.1,0.5208287725750259,1,Tuesday
2023-07-04 05:00:00+00:00,FVG,bearish,27.84327659162141,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,30959.0,0.5190922867552693,5,Tuesday
2023-07-04 19:00:00+00:00,ORDER_BLOCK_PROXY,bearish,68.86033377545576,prev bull candle + down displacement close < prev low,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,30685.3,0.5243745654546446,19,Tuesday
2023-07-04 20:00:00+00:00,FVG,bearish,7.470685679020366,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,30787.0,0.5187896586534442,20,Tuesday
2023-07-05 11:00:00+00:00,FVG,bearish,60.2072709327192,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,30395.0,0.4364876934286132,11,Wednesday
2023-07-05 16:00:00+00:00,ORDER_BLOCK_PROXY,bullish,33.50072749128817,prev bear candle + up displacement close > prev high,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,30447.1,0.47040371759492744,16,Wednesday
2023-07-05 17:00:00+00:00,FVG,bullish,6.359050338111839,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,30507.7,0.4686675761711648,17,Wednesday
2023-07-06 05:00:00+00:00,ORDER_BLOCK_PROXY,bullish,40.19558142957644,prev bear candle + up displacement close > prev high,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,30575.5,0.4365432856210711,5,Thursday
2023-07-06 07:00:00+00:00,FVG,bullish,15.393458754298257,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,30792.3,0.45200347923362577,7,Thursday
2023-07-06 08:00:00+00:00,FVG,bullish,17.8768096279389,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,31325.5,0.5467406689138985,8,Thursday
2023-07-06 09:00:00+00:00,FVG,bullish,55.175166668276674,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,31064.7,0.6383681770001922,9,Thursday
2023-07-06 11:00:00+00:00,ORDER_BLOCK_PROXY,bearish,126.19595887523062,prev bull candle + down displacement close < prev low,BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bullish,30833.0,0.7328238609410965,11,Thursday
2023-07-06 12:00:00+00:00,FVG,bearish,62.70309853997871,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,neutral,30588.6,0.7745580644823772,12,Thursday
2023-07-06 13:00:00+00:00,FVG,bearish,11.98886748019744,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,30361.5,0.8094236087195328,13,Thursday
2023-07-06 14:00:00+00:00,FVG,bearish,20.79704337574405,high[i] < low[i-2],BALANCE,HIGH_VOL,BALANCE__HIGH_VOL,bearish,30196.6,0.887940774907003,14,Thursday
2023-07-07 18:00:00+00:00,FVG,bearish,18.836013928038227,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,30155.0,0.6362571389365942,18,Friday
2023-07-07 21:00:00+00:00,FVG,bullish,5.515792672253161,low[i] > high[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,30276.7,0.5719735961375375,21,Friday
2023-07-08 05:00:00+00:00,FVG,bearish,9.462647357571788,high[i] < low[i-2],BALANCE,LOW_VOL,BALANCE__LOW_VOL,bearish,30224.1,0.4247899154565872,5,Saturday
2023-07-08 19:00:00+00:00,FVG,bearish,11.760797342193175,high[i] < low[i-2],BALANCE,NORMAL_VOL,BALANCE__NORMAL_VOL,bearish,30100.0,0.325642844323662,19,Saturday
