trade_id,stream,sym,side,entry_ts,exit_ts,duration_h,entry_price,stop_price,tp_price,pnl_r,reason,bars_5m,risk_pct,balance_before,dollar_risk,dollar_pnl,balance_after
2083,S1_SOLUSDT,SOLUSDT,-1,2025-09-08 12:00:00+00:00,2025-09-08 13:10:00+00:00,1.17,214.22,215.78,193.94,-1.041196,SL,15,2.7132,2218.26,60.19,-62.67,2060.0
2084,S1_XRPUSDT,XRPUSDT,-1,2025-09-08 12:00:00+00:00,2025-09-08 12:30:00+00:00,0.5,2.935,2.9539,2.6893,-1.046587,SL,7,4.1176,2218.26,91.34,-95.59,2122.67
2085,S2,BTCUSDT,-1,2025-09-09 16:00:00+00:00,2025-09-10 06:40:00+00:00,14.67,110830.1,111875.9525009,106157.79161587,-0.981567,SL,177,3.3981,2060.0,70.0,-68.71,1933.86
2086,S1_SOLUSDT,SOLUSDT,-1,2025-09-10 00:00:00+00:00,2025-09-10 02:35:00+00:00,2.58,217.11,219.47,186.43,-1.027599,SL,32,2.7132,2060.0,55.89,-57.43,2002.57
2087,S1_BTCUSDT,BTCUSDT,-1,2025-09-10 16:00:00+00:00,2025-09-10 18:25:00+00:00,2.42,113801.3,114287.9,107475.5,0.729839,BE,30,1.5086,1933.86,29.17,21.29,1955.15
2088,S1_XRPUSDT,XRPUSDT,-1,2025-09-10 16:00:00+00:00,2025-09-10 19:20:00+00:00,3.33,3.0016,3.0235,2.7169,0.758882,BE,41,4.1176,1933.86,79.63,60.43,2015.58
2089,S1_XRPUSDT,XRPUSDT,-1,2025-09-11 20:00:00+00:00,2025-09-11 20:30:00+00:00,0.5,3.0247,3.035,2.8908,0.711902,BE,7,4.1176,2015.58,82.99,59.08,2074.66
2090,S1_ETHUSDT,ETHUSDT,-1,2025-09-12 04:00:00+00:00,2025-09-12 05:45:00+00:00,1.75,4503.61,4538.6,4048.74,-1.038613,SL,22,1.2411,2074.66,25.75,-26.74,2047.92
2091,S1_XRPUSDT,XRPUSDT,-1,2025-09-12 20:00:00+00:00,2025-09-12 20:00:00+00:00,0.0,3.0885,3.0926,3.0352,0.574012,BE,1,4.1176,2002.18,82.44,47.32,2049.5
2092,S2,BTCUSDT,-1,2025-09-15 09:00:00+00:00,2025-09-16 05:10:00+00:00,20.17,114697.0,115843.13504262,110530.01425159,-1.204063,SL,243,3.3981,2049.5,69.64,-83.86,1943.65
