exit_ts_utc,symbol,tp_r,r,equity_before,risk_usd,pnl_usd,withdrawal_usd,cumulative_withdrawn_usd,return_pct_trade,equity_after,equity_peak,drawdown_usd,drawdown_pct,day,week_start,month
2022-02-07 08:30:00+00:00,SOLUSDT,8.0,5.423965957446808,13001.802025563846,195.02703038345769,1057.8199735818189,0.0,0.0,0.08135948936170213,14059.621999145664,14059.621999145664,0.0,0.0,2022-02-07,2022-02-01,2022-02
2022-02-07 20:00:00+00:00,LINKUSDT,8.0,-1.1241217391304366,14059.621999145664,210.89432998718496,-237.07090099794254,0.0,0.0,-0.01686182608695655,13822.551098147722,14059.621999145664,237.07090099794186,-0.016861826086956522,2022-02-07,2022-02-01,2022-02
2022-02-07 20:10:00+00:00,SOLUSDT,8.0,0.6272619999999887,13822.551098147722,207.33826647221582,130.0554157038927,0.0,0.0,0.00940892999999983,13952.606513851615,14059.621999145664,107.01548529404863,-0.007611547828280996,2022-02-07,2022-02-01,2022-02
2022-02-09 06:40:00+00:00,BTCUSDT,8.0,0.6646337260993022,13952.606513851615,209.28909770777423,139.1005928414789,0.0,0.0,0.009969505891489533,14091.707106693095,14091.707106693095,0.0,0.0,2022-02-09,2022-02-08,2022-02
2022-02-10 14:20:00+00:00,XRPUSDT,8.0,0.6919809815950924,14091.707106693095,211.37560660039642,146.2678997406004,0.0,0.0,0.010379714723926386,14237.975006433695,14237.975006433695,0.0,0.0,2022-02-10,2022-02-08,2022-02
2022-02-12 00:00:00+00:00,SOLUSDT,8.0,-1.0467109375,14237.975006433695,213.5696250965054,-223.54566250628673,0.0,0.0,-0.0157006640625,14014.429343927408,14237.975006433695,223.54566250628704,-0.015700664062500036,2022-02-12,2022-02-08,2022-02
2022-02-12 06:30:00+00:00,LINKUSDT,8.0,-1.0167472413793104,14014.429343927408,210.2164401589111,-213.73698562415174,0.0,0.0,-0.015251208620689655,13800.692358303257,14237.975006433695,437.28264813043825,-0.030712418580089107,2022-02-12,2022-02-08,2022-02
2022-02-13 20:00:00+00:00,LINKUSDT,8.0,-1.0205833333333334,13800.692358303257,207.01038537454883,-211.27134914017498,0.0,0.0,-0.01530875,13589.421009163081,14237.975006433695,648.5539972706138,-0.04555099984215116,2022-02-13,2022-02-08,2022-02
2022-02-15 01:35:00+00:00,LINKUSDT,8.0,7.965441353383445,13589.421009163081,203.8413151374462,1623.6860411238808,0.0,0.0,0.11948162030075167,15213.107050286962,15213.107050286962,0.0,0.0,2022-02-15,2022-02-15,2022-02
2022-02-17 17:45:00+00:00,SOLUSDT,8.0,0.6884616326530618,15213.107050286962,228.19660575430444,157.10460776349552,0.0,0.0,0.010326924489795927,15370.211658050457,15370.211658050457,0.0,0.0,2022-02-17,2022-02-15,2022-02
2022-02-18 00:00:00+00:00,BTCUSDT,8.0,-1.026503175284274,15370.211658050457,230.55317487075683,-236.66356607670235,0.0,0.0,-0.015397547629264107,15133.548091973755,15370.211658050457,236.6635660767024,-0.015397547629264152,2022-02-18,2022-02-15,2022-02
2022-02-18 11:10:00+00:00,LINKUSDT,8.0,0.6702273885350296,15133.548091973755,227.00322137960632,152.14377625429273,0.0,0.0,0.010053410828025444,15285.691868228047,15370.211658050457,84.51978982241053,-0.00549893467329976,2022-02-18,2022-02-15,2022-02
2022-02-18 20:15:00+00:00,LINKUSDT,8.0,0.6577555555555492,15285.691868228047,229.2853780234207,150.81373120255918,0.0,0.0,0.009866333333333237,15436.505599430606,15436.505599430606,0.0,0.0,2022-02-18,2022-02-15,2022-02
2022-02-18 22:00:00+00:00,SOLUSDT,8.0,-1.0306370786516854,15436.505599430606,231.54758399145908,-238.64152553381314,0.0,0.0,-0.01545955617977528,15197.864073896793,15436.505599430606,238.64152553381246,-0.015459556179775236,2022-02-18,2022-02-15,2022-02
2022-02-19 18:30:00+00:00,SOLUSDT,8.0,0.6708380434782656,15197.864073896793,227.9679611084519,152.9295810057232,0.0,0.0,0.010062570652173983,15350.793654902516,15436.505599430606,85.71194452808959,-0.005552548403911506,2022-02-19,2022-02-15,2022-02
